Artist,Song,Explicit,Explicit_f,Year,Popularity,Popularity_f,Danceability,Energy,Speechiness,Acousticness,Liveness,Valence,Genre
Kelly Rowland,Work,0,FALSE,2010,0.34,34,0.888,0.823,0.0538,0.00499,0.291,0.623,"hip hop, pop, R&B"
Will Smith,Switch,0,FALSE,2020,0.34,34,0.873,0.9,0.18,0.0107,0.556,0.478,"hip hop, pop"
Gareth Gates,Unchained Melody,0,FALSE,2003,0.35,35,0.368,0.426,0.0277,0.255,0.108,0.208,pop
Shontelle,Impossible,0,FALSE,2010,0.35,35,0.599,0.624,0.0343,0.385,0.125,0.539,"pop, R&B"
Hinder,Lips Of An Angel,0,FALSE,2019,0.35,35,0.474,0.744,0.0341,0.0208,0.209,0.238,"pop, rock, metal"
BTS,Boy With Luv (feat. Halsey),0,FALSE,2019,0.35,35,0.645,0.862,0.0965,0.0923,0.192,0.798,pop
Snow Patrol,You're All I Have,0,FALSE,2006,0.35,35,0.467,0.921,0.045,5.48E-05,0.176,0.501,"World/Traditional, rock, pop"
Aaliyah,Miss You - Main,0,FALSE,2002,0.36,36,0.602,0.34,0.0375,0.618,0.234,0.511,"hip hop, pop, R&B"
Bow Wow,Bounce With Me (feat. Xscape) - Edited Album Version,0,FALSE,2000,0.36,36,0.852,0.75,0.168,0.434,0.265,0.934,"hip hop, pop, R&B"
Robyn,With Every Heartbeat,0,FALSE,2005,0.36,36,0.477,0.865,0.0395,0.00877,0.271,0.413,"pop, Dance/Electronic"
Nick Lachey,What's Left Of Me,0,FALSE,2006,0.37,37,0.42,0.742,0.0375,0.142,0.145,0.294,pop
Enrique Iglesias,Not In Love - Radio Mix,0,FALSE,2003,0.37,37,0.762,0.885,0.0395,0.0371,0.0519,0.886,"pop, latin"
Rachel Stevens,Sweet Dreams My LA Ex - Radio Edit,0,FALSE,2003,0.38,38,0.85,0.862,0.138,0.0733,0.0936,0.908,"pop, Dance/Electronic"
Dizzee Rascal,Bonkers,0,FALSE,2011,0.38,38,0.624,0.977,0.22,0.00615,0.253,0.74,"hip hop, pop, Dance/Electronic"
Snoop Dogg,Drop It Like It's Hot,1,TRUE,2004,0.39,39,0.892,0.628,0.216,0.169,0.102,0.676,"hip hop, pop"
Snoop Dogg,Drop It Like It's Hot,1,TRUE,2004,0.39,39,0.892,0.628,0.216,0.169,0.102,0.676,"hip hop, pop"
Professor Green,Read All About It,1,TRUE,2011,0.39,39,0.656,0.752,0.0434,0.336,0.223,0.445,Dance/Electronic
JLS,Everybody in Love,0,FALSE,2013,0.39,39,0.705,0.783,0.0327,0.0703,0.36,0.656,pop
t.A.T.u.,All The Things She Said,1,TRUE,2020,0.39,39,0.527,0.834,0.0474,0.0411,0.105,0.381,pop
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,0,FALSE,2015,0.39,39,0.814,0.923,0.229,0.0154,0.0862,0.518,"pop, Dance/Electronic"
Angie Martinez,If I Could Go! (feat. Lil' Mo & Sacario),0,FALSE,2019,0.4,40,0.583,0.643,0.355,0.171,0.0395,0.7,pop
Blazin' Squad,Crossroads - Radio Edit,0,FALSE,2012,0.4,40,0.661,0.746,0.042,0.109,0.325,0.502,set()
Armand Van Helden,My My My - Radio Edit,0,FALSE,2006,0.4,40,0.678,0.768,0.137,0.0195,0.0322,0.758,"pop, Dance/Electronic"
Default,Wasting My Time,0,FALSE,2001,0.4,40,0.443,0.769,0.0312,0.00138,0.0677,0.17,"rock, pop, metal"
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,0,FALSE,2005,0.41,41,0.905,0.55,0.372,0.0628,0.0644,0.52,"hip hop, pop"
Keri Hilson,Turnin Me On - Original Dirty,1,TRUE,2008,0.41,41,0.661,0.584,0.061,0.00293,0.134,0.0949,"pop, R&B"
Lil' Flip,Sunshine (feat. Lea),1,TRUE,2004,0.42,42,0.814,0.387,0.0946,0.0248,0.131,0.792,"hip hop, pop"
6ix9ine,FEFE,1,TRUE,2018,0.42,42,0.931,0.387,0.412,0.088,0.136,0.376,hip hop
Brian McFadden,Almost Here,0,FALSE,2004,0.42,42,0.561,0.452,0.0336,0.409,0.106,0.316,set()
Aaliyah,More Than A Woman,0,FALSE,2002,0.42,42,0.646,0.638,0.0787,0.0556,0.182,0.74,"hip hop, pop, R&B"
Jay Sean,Eyes On You - Radio Mix,0,FALSE,2004,0.42,42,0.802,0.672,0.0847,0.0775,0.136,0.619,"hip hop, pop, R&B"
Mariah Carey,Loverboy,0,FALSE,2001,0.42,42,0.721,0.79,0.124,0.183,0.1,0.821,"pop, R&B"
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),1,TRUE,2005,0.42,42,0.684,0.819,0.238,0.262,0.113,0.25,"hip hop, pop, rock"
Example,Changed the Way You Kiss Me - Radio Edit,0,FALSE,2011,0.42,42,0.578,0.857,0.041,0.00548,0.0948,0.188,"pop, Dance/Electronic"
LL Cool J,Control Myself,0,FALSE,2006,0.42,42,0.825,0.876,0.211,0.00928,0.205,0.48,"hip hop, pop, R&B"
INNA,Hot - Play & Win Radio Version,0,FALSE,2010,0.42,42,0.817,0.939,0.28,0.0798,0.431,0.599,pop
Liberty X,Just A Little,0,FALSE,2019,0.43,43,0.786,0.614,0.0574,0.00616,0.049,0.742,pop
Samantha Mumba,Gotta Tell You,0,FALSE,2018,0.43,43,0.729,0.632,0.0279,0.191,0.166,0.774,pop
Brandy,What About Us?,0,FALSE,2002,0.43,43,0.686,0.698,0.223,0.263,0.39,0.748,"hip hop, pop, R&B"
Ida Corr,Let Me Think About It,0,FALSE,2012,0.43,43,0.762,0.754,0.046,0.00022,0.146,0.715,set()
Scissor Sisters,Comfortably Numb,0,FALSE,2004,0.43,43,0.803,0.924,0.0391,0.237,0.104,0.788,"pop, rock, Dance/Electronic"
Jessica Simpson,Irresistible,0,FALSE,2001,0.43,43,0.657,0.965,0.0556,0.0285,0.0552,0.669,"pop, R&B"
Dido,White Flag,0,FALSE,2003,0.44,44,0.512,0.525,0.0401,0.327,0.081,0.294,pop
Dido,White Flag,0,FALSE,2003,0.44,44,0.512,0.525,0.0401,0.327,0.081,0.294,pop
*NSYNC,Gone,0,FALSE,2001,0.45,45,0.699,0.403,0.0614,0.421,0.126,0.5,pop
Christina Milian,Dip It Low,0,FALSE,2004,0.45,45,0.752,0.722,0.104,0.0108,0.0753,0.612,"hip hop, pop, R&B"
Big Brovaz,Nu Flow,0,FALSE,2001,0.45,45,0.783,0.726,0.106,0.0903,0.363,0.784,pop
MNEK,Never Forget You,0,FALSE,2015,0.45,45,0.583,0.732,0.0457,0.00312,0.269,0.276,Dance/Electronic
Enrique Iglesias,Do You Know? (The Ping Pong Song),0,FALSE,2007,0.45,45,0.753,0.759,0.0487,0.0523,0.0263,0.706,"pop, latin"
Kanye West,Good Life,1,TRUE,2007,0.45,45,0.439,0.808,0.346,0.00305,0.439,0.487,hip hop
Beyoncé,Check On It (feat. Slim Thug),0,FALSE,2006,0.45,45,0.7,0.887,0.218,0.0805,0.376,0.883,"pop, R&B"
Sugababes,Freak Like Me,0,FALSE,2002,0.45,45,0.517,0.919,0.0925,0.0996,0.557,0.387,"pop, R&B"
Daughtry,It's Not Over,0,FALSE,2016,0.45,45,0.45,0.921,0.0538,0.0467,0.311,0.413,"pop, rock, metal"
David Guetta,Bad (feat. Vassy) - Radio Edit,0,FALSE,2014,0.45,45,0.614,0.972,0.088,0.00125,0.328,0.411,"hip hop, pop, Dance/Electronic"
will.i.am,Heartbreaker,1,TRUE,2007,0.46,46,0.788,0.549,0.0732,0.0352,0.147,0.449,"hip hop, pop"
Orson,No Tomorrow,0,FALSE,2006,0.46,46,0.656,0.624,0.0691,0.0065,0.278,0.735,pop
Lemar,If There's Any Justice,0,FALSE,2004,0.46,46,0.706,0.665,0.0453,0.0128,0.338,0.639,R&B
Matt Cardle,When We Collide,0,FALSE,2011,0.46,46,0.443,0.683,0.0343,0.0198,0.313,0.447,pop
Adam Lambert,Ghost Town,1,TRUE,2015,0.46,46,0.703,0.736,0.046,0.186,0.174,0.274,pop
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,0,FALSE,2002,0.46,46,0.836,0.762,0.0598,0.0826,0.102,0.941,pop
P!nk,Sober,0,FALSE,2010,0.46,46,0.614,0.792,0.0299,0.0653,0.195,0.407,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),0,FALSE,2012,0.46,46,0.603,0.831,0.0479,0.027,0.652,0.358,"hip hop, pop, Dance/Electronic"
Mark Ronson,Stop Me (feat. Daniel Merriweather),0,FALSE,2007,0.46,46,0.626,0.906,0.0403,0.00128,0.137,0.346,pop
Sigala,Sweet Lovin' - Radio Edit,0,FALSE,2015,0.46,46,0.683,0.91,0.0515,0.0553,0.336,0.674,"pop, Dance/Electronic"
Mis-Teeq,All I Want - Sunship Radio Edit,0,FALSE,2004,0.46,46,0.795,0.919,0.0835,0.37,0.189,0.96,"pop, Dance/Electronic"
Meck,Thunder in My Heart Again (Radio Edit),0,FALSE,2005,0.46,46,0.679,0.922,0.0294,0.000241,0.0697,0.806,set()
Duck Sauce,Barbra Streisand - Radio Edit,0,FALSE,2010,0.46,46,0.769,0.922,0.108,0.000939,0.233,0.506,Dance/Electronic
Scooter,The Logical Song,0,FALSE,2013,0.46,46,0.527,0.933,0.0382,0.00112,0.425,0.493,"pop, Dance/Electronic"
Lil' Kim,Magic Stick,1,TRUE,2019,0.47,47,0.849,0.498,0.272,0.116,0.268,0.502,"hip hop, pop, R&B"
Hayden James,NUMB,1,TRUE,2019,0.47,47,0.617,0.558,0.0431,0.184,0.0911,0.4,"pop, Dance/Electronic"
Charli Baltimore,Down 4 U,1,TRUE,2002,0.47,47,0.64,0.59,0.32,0.252,0.665,0.519,pop
Lil Jon & The East Side Boyz,Get Low,0,FALSE,2002,0.47,47,0.78,0.604,0.0396,0.022,0.194,0.12,"hip hop, pop"
Kelly Clarkson,Miss Independent,0,FALSE,2003,0.47,47,0.656,0.615,0.137,0.0769,0.0706,0.592,"pop, R&B"
Kanye West,Can't Tell Me Nothing,1,TRUE,2007,0.47,47,0.596,0.62,0.039,0.0122,0.82,0.102,hip hop
Chicane,Don't Give Up,0,FALSE,2016,0.47,47,0.644,0.72,0.0419,0.00145,0.0839,0.53,Dance/Electronic
Creed,One Last Breath - Radio Version,0,FALSE,2015,0.47,47,0.38,0.725,0.0365,0.00571,0.3,0.202,"pop, rock, metal"
Kanye West,Homecoming,1,TRUE,2007,0.47,47,0.667,0.747,0.189,0.337,0.115,0.918,hip hop
Kylie Minogue,I Believe in You,0,FALSE,2004,0.47,47,0.548,0.785,0.0704,0.00277,0.329,0.418,"pop, Dance/Electronic"
Janet Jackson,Doesn't Really Matter,0,FALSE,2001,0.47,47,0.771,0.796,0.076,0.0993,0.0981,0.801,"pop, R&B"
Five,Let's Dance - Radio Edit,0,FALSE,2001,0.47,47,0.631,0.821,0.0867,0.00876,0.293,0.547,pop
David Guetta,Bang My Head (feat. Sia & Fetty Wap),0,FALSE,2015,0.47,47,0.599,0.869,0.0789,0.0525,0.103,0.593,"hip hop, pop, Dance/Electronic"
Kylie Minogue,Wow,0,FALSE,2007,0.47,47,0.654,0.884,0.202,0.151,0.379,0.851,"pop, Dance/Electronic"
Scooter,Nessaja,0,FALSE,2013,0.47,47,0.486,0.904,0.0364,0.000748,0.187,0.118,"pop, Dance/Electronic"
Sidney Samson,Riverside,1,TRUE,2009,0.47,47,0.804,0.976,0.0445,0.00023,0.125,0.237,Dance/Electronic
Robbie Williams,Eternity,0,FALSE,2001,0.48,48,0.469,0.316,0.0265,0.504,0.0919,0.199,"pop, rock"
Amanda Perez,Angel,0,FALSE,2003,0.48,48,0.638,0.54,0.0473,0.506,0.157,0.352,"pop, R&B"
Tamia,Stranger in My House,0,FALSE,2000,0.48,48,0.676,0.601,0.0297,0.103,0.147,0.206,"pop, R&B"
Martin Solveig,Intoxicated - New Radio Mix,0,FALSE,2015,0.48,48,0.8,0.677,0.0393,0.00563,0.0838,0.547,"pop, Dance/Electronic"
Mýa,My Love Is Like...Wo - Main Mix,0,FALSE,2003,0.48,48,0.831,0.695,0.109,0.194,0.309,0.722,"pop, R&B"
Birdy,Wings,0,FALSE,2013,0.48,48,0.474,0.707,0.0253,0.0831,0.162,0.224,pop
Blue,U Make Me Wanna - Radio Edit,0,FALSE,2003,0.48,48,0.6,0.736,0.0329,0.325,0.137,0.848,pop
Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,1,TRUE,2003,0.48,48,0.853,0.752,0.339,0.178,0.0553,0.935,"hip hop, pop, R&B"
Eminem,Like Toy Soldiers,1,TRUE,2004,0.48,48,0.52,0.768,0.359,0.0193,0.104,0.398,hip hop
Unk,Walk It Out,1,TRUE,2013,0.48,48,0.794,0.777,0.0813,0.0982,0.202,0.706,"hip hop, pop"
Peking Duk,High (feat. Nicole Millar),0,FALSE,2014,0.48,48,0.525,0.803,0.0492,0.00129,0.29,0.383,Dance/Electronic
JoJo,Too Little Too Late,0,FALSE,2006,0.48,48,0.535,0.823,0.0431,0.0113,0.146,0.685,"hip hop, pop, R&B"
Beyoncé,Sweet Dreams,0,FALSE,2008,0.48,48,0.694,0.825,0.111,0.0895,0.0618,0.788,"pop, R&B"
Starley,Call on Me - Ryan Riback Remix,0,FALSE,2016,0.48,48,0.67,0.838,0.0362,0.0605,0.159,0.716,"pop, Dance/Electronic"
Ludacris,Splash Waterfalls,1,TRUE,2003,0.48,48,0.734,0.846,0.409,0.101,0.233,0.702,"hip hop, pop"
Dirty Vegas,Days Go By,0,FALSE,2002,0.48,48,0.786,0.853,0.0688,0.0499,0.35,0.309,Dance/Electronic
Rita Ora,How We Do (Party),1,TRUE,2012,0.48,48,0.738,0.922,0.0833,0.0034,0.0986,0.689,"hip hop, pop, Dance/Electronic"
Chip,Champion (feat. Chris Brown),1,TRUE,2011,0.48,48,0.415,0.934,0.24,0.078,0.145,0.52,"hip hop, Dance/Electronic"
Mann,Buzzin Remix,1,TRUE,2011,0.48,48,0.687,0.939,0.146,0.0887,0.283,0.539,"hip hop, pop"
Frankie J,Don't Wanna Try,0,FALSE,2003,0.49,49,0.655,0.433,0.0348,0.444,0.221,0.199,"hip hop, pop, R&B"
Missy Elliott,Hot Boyz,1,TRUE,1998,0.49,49,0.727,0.445,0.291,0.339,0.18,0.527,"hip hop, pop, R&B"
ZHU,Faded,0,FALSE,2014,0.49,49,0.861,0.475,0.0487,0.00865,0.122,0.599,Dance/Electronic
JoJo,Leave (Get Out) - Radio Edit,0,FALSE,2005,0.49,49,0.656,0.513,0.253,0.156,0.0763,0.464,"hip hop, pop, R&B"
Debelah Morgan,Dance with Me,0,FALSE,2000,0.49,49,0.85,0.674,0.0373,0.309,0.0356,0.74,"pop, R&B"
B2K,Uh Huh,0,FALSE,2002,0.49,49,0.855,0.681,0.0688,0.0881,0.0592,0.908,"hip hop, pop, R&B"
Missy Elliott,4 My People (feat. Eve),1,TRUE,2001,0.49,49,0.969,0.701,0.156,0.14,0.201,0.905,"hip hop, pop, R&B"
James Morrison,Wonderful World,0,FALSE,2006,0.49,49,0.474,0.71,0.029,0.0548,0.0974,0.591,"pop, R&B"
Fatman Scoop,Be Faithful,1,TRUE,2009,0.49,49,0.649,0.713,0.295,0.000787,0.318,0.629,hip hop
Sak Noel,Loca People - Radio Edit,1,TRUE,2011,0.49,49,0.926,0.808,0.0599,0.000915,0.0515,0.701,Dance/Electronic
Bob Sinclar,Love Generation - Radio Edit,0,FALSE,2005,0.49,49,0.715,0.812,0.062,0.175,0.044,0.554,"pop, Dance/Electronic"
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),0,FALSE,2015,0.49,49,0.657,0.827,0.0734,0.000704,0.065,0.69,"hip hop, pop"
Fuel,Hemorrhage (In My Hands),0,FALSE,2000,0.49,49,0.313,0.831,0.0404,0.000127,0.24,0.332,"rock, pop, metal"
Black Eyed Peas,Hey Mama,1,TRUE,2003,0.49,49,0.86,0.866,0.232,0.104,0.584,0.933,"hip hop, pop"
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,0,FALSE,2015,0.49,49,0.746,0.877,0.0666,0.0375,0.233,0.751,"hip hop, pop, Dance/Electronic"
Katy Perry,Waking Up In Vegas,0,FALSE,2008,0.49,49,0.524,0.878,0.0346,0.0012,0.098,0.59,pop
Girls Aloud,Something Kinda Ooooh,0,FALSE,2012,0.49,49,0.681,0.908,0.0473,0.0232,0.355,0.879,"pop, Dance/Electronic"
Charli XCX,Boom Clap,0,FALSE,2014,0.49,49,0.659,0.911,0.0786,0.154,0.191,0.576,"pop, Dance/Electronic"
Trillville,Some Cut,1,TRUE,2004,0.5,50,0.9,0.515,0.372,0.00341,0.111,0.659,"hip hop, pop"
Klingande,Jubel - Radio Edit,0,FALSE,2013,0.5,50,0.686,0.524,0.0343,0.649,0.14,0.0951,"pop, Dance/Electronic"
Jason Aldean,Big Green Tractor,0,FALSE,2009,0.5,50,0.616,0.596,0.0289,0.654,0.218,0.58,country
Kelis,Bossy,0,FALSE,2006,0.5,50,0.906,0.633,0.19,0.000182,0.058,0.779,"pop, R&B, Dance/Electronic"
Ashanti,Rain On Me,0,FALSE,2003,0.5,50,0.606,0.699,0.0337,0.343,0.0757,0.509,"hip hop, pop, R&B"
Alicia Keys,Karma,0,FALSE,2003,0.5,50,0.727,0.736,0.0615,0.0743,0.0348,0.687,"pop, R&B"
Brandy,Another Day in Paradise - R&B-Version,0,FALSE,2002,0.5,50,0.7,0.787,0.0327,0.00666,0.0724,0.556,"hip hop, pop, R&B"
*NSYNC,Girlfriend,0,FALSE,2001,0.5,50,0.745,0.807,0.0884,0.0887,0.0283,0.858,pop
Roger Sanchez,Another Chance,0,FALSE,2000,0.5,50,0.61,0.82,0.0312,0.000211,0.138,0.45,Dance/Electronic
Jason Derulo,The Other Side,0,FALSE,2013,0.5,50,0.561,0.836,0.1,0.0525,0.136,0.517,"hip hop, pop"
Blake Shelton,Honey Bee,0,FALSE,2011,0.5,50,0.481,0.849,0.0385,0.00167,0.121,0.723,country
Counting Crows,Big Yellow Taxi,0,FALSE,2003,0.5,50,0.669,0.873,0.0494,0.00204,0.137,0.827,"rock, pop"
David Guetta,Lovers on the Sun (feat. Sam Martin),0,FALSE,2014,0.5,50,0.645,0.891,0.0387,0.0932,0.379,0.568,"hip hop, pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,0,FALSE,2012,0.5,50,0.69,0.897,0.0506,0.0142,0.108,0.849,"pop, Dance/Electronic"
Fragma,Everytime You Need Me - Radio Version,0,FALSE,2001,0.5,50,0.682,0.917,0.0318,0.15,0.34,0.79,"pop, Dance/Electronic"
Alok,Hear Me Now,0,FALSE,2016,0.51,51,0.788,0.43,0.0419,0.537,0.0936,0.461,"pop, Dance/Electronic"
Kodak Black,Tunnel Vision,1,TRUE,2017,0.51,51,0.497,0.489,0.294,0.0576,0.122,0.231,hip hop
Mario,Break Up,1,TRUE,2009,0.51,51,0.44,0.517,0.363,0.428,0.173,0.475,"pop, R&B"
Illy,Papercuts (feat. Vera Blue),0,FALSE,2016,0.51,51,0.369,0.618,0.249,0.161,0.257,0.467,"hip hop, pop, Dance/Electronic"
So Solid Crew,21 Seconds,1,TRUE,2001,0.51,51,0.607,0.637,0.241,0.0191,0.124,0.818,Dance/Electronic
Lykke Li,I Follow Rivers - The Magician Remix,0,FALSE,2011,0.51,51,0.786,0.709,0.0395,0.0192,0.0845,0.285,"pop, Dance/Electronic"
Nicky Jam,El Perdón - Forgiveness,0,FALSE,2017,0.51,51,0.736,0.719,0.0357,0.256,0.0909,0.656,latin
Ludacris,Runaway Love,1,TRUE,2006,0.51,51,0.405,0.721,0.283,0.329,0.252,0.815,"hip hop, pop"
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",1,TRUE,2010,0.51,51,0.544,0.781,0.189,0.014,0.161,0.277,"hip hop, pop"
Jonas Blue,Mama,0,FALSE,2017,0.51,51,0.739,0.792,0.0418,0.091,0.0516,0.547,"pop, Dance/Electronic"
Outkast,The Whole World (feat. Killer Mike),1,TRUE,2001,0.51,51,0.814,0.852,0.401,0.0958,0.0288,0.717,"hip hop, pop"
Kris Allen,Live Like We're Dying,0,FALSE,2009,0.51,51,0.589,0.893,0.0397,0.0273,0.343,0.94,pop
The Ting Tings,That's Not My Name,0,FALSE,2008,0.51,51,0.755,0.901,0.0893,0.0451,0.363,0.959,"pop, rock, Dance/Electronic"
Icona Pop,I Love It,1,TRUE,2012,0.51,51,0.71,0.901,0.0296,0.00828,0.172,0.86,"pop, Dance/Electronic"
Gavin DeGraw,In Love With a Girl,0,FALSE,2008,0.51,51,0.438,0.906,0.0438,0.0191,0.373,0.684,"pop, Folk/Acoustic"
DJ Casper,Cha Cha Slide - Hardino Mix,0,FALSE,2004,0.51,51,0.853,0.911,0.125,0.0436,0.287,0.802,set()
Alesha Dixon,The Boy Does Nothing,0,FALSE,2008,0.51,51,0.632,0.972,0.121,0.121,0.0317,0.845,pop
Alicia Keys,A Woman's Worth,0,FALSE,2001,0.52,52,0.652,0.41,0.158,0.333,0.064,0.495,"pop, R&B"
Akon,Don't Matter,1,TRUE,2006,0.52,52,0.801,0.454,0.0371,0.225,0.226,0.34,pop
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",0,FALSE,2005,0.52,52,0.939,0.498,0.161,0.0444,0.0475,0.801,"pop, R&B"
Kanye West,Flashing Lights,1,TRUE,2007,0.52,52,0.639,0.628,0.0399,0.0381,0.386,0.43,hip hop
Ruff Endz,No More,0,FALSE,2000,0.52,52,0.839,0.641,0.0858,0.0324,0.0602,0.927,R&B
Huey,"Pop, Lock & Drop It - Video Edit",0,FALSE,2006,0.52,52,0.723,0.644,0.222,0.00308,0.352,0.645,"hip hop, pop"
Next,Wifey,0,FALSE,2004,0.52,52,0.829,0.652,0.108,0.067,0.0812,0.726,"hip hop, pop, R&B"
Brandy,Full Moon,0,FALSE,2002,0.52,52,0.611,0.654,0.139,0.372,0.0926,0.609,"hip hop, pop, R&B"
David Banner,Play,1,TRUE,2005,0.52,52,0.837,0.658,0.126,0.000213,0.243,0.586,"hip hop, pop"
Carl Thomas,I Wish,0,FALSE,2000,0.52,52,0.736,0.666,0.0337,0.0593,0.107,0.224,"pop, R&B"
P!nk,Most Girls,0,FALSE,2000,0.52,52,0.742,0.732,0.0311,0.0424,0.101,0.694,pop
Alesso,Heroes (we could be),0,FALSE,2014,0.52,52,0.521,0.754,0.0634,0.0373,0.239,0.352,"pop, Dance/Electronic"
Eminem,Ass Like That,1,TRUE,2004,0.52,52,0.646,0.796,0.366,0.409,0.107,0.676,hip hop
Natalie Imbruglia,Shiver,0,FALSE,2005,0.52,52,0.489,0.798,0.0316,0.00115,0.149,0.309,"pop, Folk/Acoustic"
Just Jack,Starz In Their Eyes,0,FALSE,2006,0.52,52,0.67,0.8,0.0652,0.00184,0.466,0.656,Dance/Electronic
Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,0,FALSE,2016,0.52,52,0.527,0.808,0.295,0.176,0.169,0.907,"hip hop, pop, R&B"
DEV,In The Dark,0,FALSE,2012,0.52,52,0.736,0.824,0.0672,0.00358,0.329,0.443,"pop, Dance/Electronic"
Ricky Martin,Nobody Wants to Be Lonely (with Christina Aguilera),0,FALSE,2008,0.52,52,0.635,0.854,0.0612,0.00579,0.0623,0.59,"pop, latin"
3 Doors Down,Let Me Go,0,FALSE,2012,0.52,52,0.478,0.863,0.0387,0.0181,0.111,0.491,"pop, rock, metal"
Scouting For Girls,This Ain't a Love Song,0,FALSE,2017,0.52,52,0.458,0.905,0.0451,0.000431,0.378,0.553,"pop, rock"
Amerie,1 Thing,0,FALSE,2008,0.52,52,0.636,0.946,0.332,0.115,0.0416,0.891,"hip hop, pop, R&B"
Akon,I Wanna Love You,1,TRUE,2006,0.53,53,0.865,0.45,0.0417,0.0359,0.308,0.352,pop
Flume,Say It,1,TRUE,2016,0.53,53,0.581,0.531,0.0322,0.0731,0.0616,0.273,Dance/Electronic
Madonna,Don't Tell Me,0,FALSE,2000,0.53,53,0.699,0.618,0.0594,0.0502,0.0914,0.679,pop
Aaliyah,Try Again,0,FALSE,2002,0.53,53,0.797,0.622,0.29,0.0807,0.0841,0.731,"hip hop, pop, R&B"
Lana Del Rey,Born To Die,0,FALSE,2012,0.53,53,0.18,0.636,0.0439,0.209,0.217,0.39,pop
JAY-Z,Dirt Off Your Shoulder,1,TRUE,2003,0.53,53,0.779,0.655,0.318,0.0319,0.339,0.645,hip hop
Steps,It's the Way You Make Me Feel,0,FALSE,2000,0.53,53,0.573,0.665,0.0239,0.108,0.095,0.347,"pop, Dance/Electronic"
Avicii,Lonely Together (feat. Rita Ora),0,FALSE,2017,0.53,53,0.655,0.666,0.0612,0.134,0.0683,0.272,"pop, Dance/Electronic"
Nicki Minaj,Bed Of Lies,1,TRUE,2014,0.53,53,0.716,0.67,0.194,0.251,0.109,0.124,"hip hop, pop"
Da Brat,What'chu Like (feat. Tyrese),1,TRUE,2000,0.53,53,0.879,0.681,0.24,0.017,0.0669,0.817,"hip hop, pop, R&B"
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),0,FALSE,2002,0.53,53,0.718,0.69,0.265,0.106,0.271,0.774,"hip hop, pop, R&B"
Juice WRLD,Robbery,1,TRUE,2019,0.53,53,0.685,0.692,0.0457,0.328,0.153,0.578,hip hop
J Balvin,Mi Gente,0,FALSE,2017,0.53,53,0.548,0.701,0.0914,0.0178,0.134,0.309,latin
Sam Sparro,Black & Gold - Radio Edit,0,FALSE,2008,0.53,53,0.383,0.703,0.0763,0.00116,0.112,0.42,"pop, Dance/Electronic"
Jason Derulo,Trumpets,0,FALSE,2013,0.53,53,0.627,0.703,0.236,0.563,0.0962,0.64,"hip hop, pop"
Gareth Gates,Anyone of Us (Stupid Mistake),0,FALSE,2003,0.53,53,0.7,0.72,0.0261,0.285,0.0845,0.654,pop
Jason Aldean,Dirt Road Anthem,0,FALSE,2010,0.53,53,0.678,0.739,0.0352,0.32,0.116,0.658,country
Faith Evans,I Love You,0,FALSE,2001,0.53,53,0.489,0.757,0.0926,0.00981,0.234,0.567,"hip hop, pop, R&B"
Chris Brown,Beautiful People,0,FALSE,2019,0.53,53,0.415,0.775,0.161,0.0658,0.0843,0.536,"hip hop, pop, R&B"
Madonna,Die Another Day,0,FALSE,2003,0.53,53,0.792,0.797,0.0901,0.062,0.0896,0.491,pop
Black Eyed Peas,Let's Get It Started - Spike Mix,0,FALSE,2004,0.53,53,0.785,0.799,0.126,0.117,0.292,0.797,"hip hop, pop"
Avicii,Silhouettes - Original Radio Edit,0,FALSE,2012,0.53,53,0.605,0.8,0.0545,0.155,0.121,0.836,"pop, Dance/Electronic"
Lily Allen,The Fear,1,TRUE,2009,0.53,53,0.661,0.847,0.0404,0.419,0.107,0.522,pop
A1,Caught in the Middle,0,FALSE,2001,0.53,53,0.519,0.874,0.034,0.0524,0.243,0.572,pop
Tinie Tempah,Pass Out,1,TRUE,2010,0.53,53,0.693,0.891,0.296,0.0281,0.143,0.532,"hip hop, pop, Dance/Electronic"
Faithless,We Come 1 - Radio Edit,0,FALSE,2015,0.53,53,0.645,0.903,0.0441,0.00188,0.147,0.61,"pop, Dance/Electronic"
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),0,FALSE,2007,0.53,53,0.344,0.921,0.0459,0.00143,0.38,0.396,"rock, pop"
Britney Spears,My Prerogative,0,FALSE,2004,0.53,53,0.749,0.938,0.118,0.0127,0.103,0.619,pop
